CODCURSO,NOMBRECURSO,DEPARTAMENTO,MATRICULADOS,PREMATRICULADOS,CICLO
ME6001,Práctica I - ME,Departamento de Mecánica,8,8,2015 - 2
QI6001,Práctica I - QI,Departamento de Química,7,7,2015 - 2
EL5001,Circuitos Digitales ,Departamento de Electrónica,4,4,2015 - 2
EN7001,Taller de Innovación y Proyectos - EN,Departamento de Energía,1,1,2015 - 2
IN0014,Ingeniería de Software y Base de Datos,Departamento de Industrial,3,3,2015 - 2
CC2001,Cálculo II,Departamento de Ciencias,137,137,2016 - 1
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,182,182,2016 - 1
ME3002,Introducción al Dibujo,Departamento de Mecánica,9,9,2016 - 1
GH3001,Taller de Proyectos de Ingeniería I,Dirección de Humanidades Artes y Ciencias Sociales,90,90,2016 - 1
EL4002,Modelado y Simulación,Departamento de Electrónica,97,97,2016 - 1
GH3003,Ética y Ciudadanía,Dirección de Humanidades Artes y Ciencias Sociales,135,135,2016 - 1
EL5001,Circuitos Digitales ,Departamento de Electrónica,7,7,2016 - 1
QI0007,Geometalurgia,Departamento de Química,10,10,2016 - 1
IN3002,Modelos Determinísticos: Optimización,Departamento de Industrial,34,34,2016 - 1
EG3004,Taller de Arte y Tecnología I,Dirección de Humanidades Artes y Ciencias Sociales,17,17,2016 - 0
ME4001,Ciencia de los Materiales,Departamento de Ciencias,26,26,2016 - 0
EG2003,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,19,19,2016 - 0
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,8,8,2016 - 0
QI3001,Química Orgánica,Departamento de Química,5,5,2016 - 0
GH4003,Realidad Económica Nacional e Internacional,Dirección de Humanidades Artes y Ciencias Sociales,106,106,2016 - 2
CC1003,Química General,Departamento de Química,218,218,2016 - 2
EG3001,Ecuaciones Diferenciales,Departamento de Ciencias,125,125,2016 - 2
QI3001,Química Orgánica,Departamento de Química,8,8,2016 - 2
GH3002,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,87,87,2016 - 2
QI2001,Química Inorgánica,Departamento de Química,10,10,2016 - 2
GH1001,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,179,179,2016 - 2
QI0020,Nanotecnología,Departamento de Química,5,5,2016 - 2
IN6006,Teoría de Decisiones,Departamento de Industrial,6,6,2016 - 2
QI6005,Transferencia de calor,Departamento de Química,4,4,2016 - 2
EN7005,"Marco Legal Energético: Electricidad, Oíl & Gas",Departamento de Energía,6,6,2016 - 2
QI0001,Tesis en Ingeniería Química II,Departamento de Química,1,1,2016 - 2
CCN001,Matemáticas 0,Departamento de Ciencias,126,126,2017 - 0
EN3001,Electricidad y Magnetismo,Departamento de Ciencias,29,29,2017 - 0
QI0027,Química General,Departamento de Ciencias,689,689,2017 - 1
CC1003,Química General,Departamento de Química,14,14,2017 - 0
GH5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,17,17,2017 - 0
IN8004,Sistemas de Información para Operaciones,Departamento de Industrial,28,28,2017 - 1
EL0065,Circuitos Eléctricos,Departamento de Electrónica,39,39,2017 - 1
EL4002,Modelado y Simulación,Departamento de Electrónica,54,54,2017 - 1
IN6007,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,24,24,2017 - 1
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,30,30,2017 - 1
IN0082,Planeamiento de la Demanda,Departamento de Industrial,21,21,2017 - 1
IN6009,Desarrollo y Validación de Productos,Departamento de Industrial,22,22,2017 - 1
EL6003,Control Automático,Departamento de Electrónica,11,11,2017 - 1
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,9,9,2017 - 1
GH3002,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,69,69,2017 - 1
EN0036,Análisis de Sistemas eléctricos de potencia,Departamento de Energía,6,6,2017 - 1
QI0028,Química Experimental,Departamento de Ciencias,173,173,2017 - 2
EG0003,Matemáticas I,Departamento de Ciencias,264,264,2017 - 2
GHN003,Inglés 0,Dirección de Humanidades Artes y Ciencias Sociales,61,61,2017 - 2
AM0037,Ciencia de los Materiales,Departamento de Ciencias,572,572,2017 - 2
EG0008,Proyecto Interdisciplinario II,Jefatura de Proyectos Académicos,183,183,2017 - 2
EL4003,Circuitos Digitales,Departamento de Electrónica,45,45,2017 - 2
EN5001,Máquinas Eléctricas ,Departamento de Energía,71,71,2017 - 2
IN8005,Lean Six Sigma,Departamento de Industrial,18,18,2017 - 2
EL0069,Proyecto de ECE,Departamento de Electrónica,5,5,2017 - 2
EL7006,Instrumentación industrial,Departamento de Electrónica,12,12,2017 - 2
IN7005,Planeamiento y Control de Operaciones,Departamento de Industrial,22,22,2017 - 2
EL0078,Técnicas en Redes IP,Departamento de Electrónica,4,4,2017 - 2
EN0022,Hidroenergía,Departamento de Energía,20,20,2017 - 2
EL0079,Tópicos de ECE,Departamento de Electrónica,11,11,2017 - 2
EL0075,Introducción a las Comunicaciones,Departamento de Electrónica,7,7,2017 - 2
QI0031,Química Orgánica Aplicada,Departamento de Química,20,20,2017 - 2
EL4001,Circuitos Analógicos,Departamento de Electrónica,19,19,2017 - 2
IN0033,Instrumentación y Control de Procesos,Departamento de Química,4,4,2017 - 2
EG0006,Matemáticas III,Departamento de Ciencias,45,45,2018 - 0
ME0021,Termodinámica,Departamento de Ciencias,72,72,2018 - 0
EN0021,Física II,Departamento de Ciencias,36,36,2018 - 0
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,705,22,2018 - 1
ME0019,Física I,Departamento de Ciencias,621,110,2018 - 1
GHN004,Laboratorio de Comunicación 0,Jefatura de Procesos Académicos de Admisión,191,3,2018 - 1
CS1D01,Estructuras Discretas I,Departamento de Computer Science,113,3,2018 - 1
IN8004,Sistemas de Información para Operaciones,Departamento de Industrial,11,15,2018 - 1
EL7005,Control de procesos,Departamento de Electrónica,15,13,2018 - 1
ME0012,Planificación Minera,Departamento de Mecánica,16,9,2018 - 1
ME0003,Seguridad en operaciones mineras,Departamento de Mecánica,13,5,2018 - 1
IN8005,Lean Six Sigma,Departamento de Industrial,25,30,2018 - 1
EL4003,Circuitos Digitales,Departamento de Electrónica,43,22,2018 - 1
IN0055,Ingeniería de Operaciones,Departamento de Industrial,86,29,2018 - 1
IN5005,Costeo de Operaciones,Departamento de Industrial,38,29,2018 - 1
GH0025,English for STEAM,Dirección de Humanidades Artes y Ciencias Sociales,16,9,2018 - 1
EN0021,Física II,Departamento de Ciencias,147,46,2018 - 1
QI0030,Procesos Químicos en la Industria,Departamento de Química,34,13,2018 - 1
QI7004,Cinética y diseño de reactores,Departamento de Química,13,2,2018 - 1
QI9004,Bioquímica,Departamento de Química,10,15,2018 - 1
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,255,139,2018 - 2
ME0019,Física I,Departamento de Ciencias,488,201,2018 - 2
ME8006,Ingeniería de Mantenimiento,Departamento de Mecánica,21,15,2018 - 2
QI8003,Operaciones de Separación,Departamento de Química,14,3,2018 - 2
EL8005,Redes industriales,Departamento de Electrónica,12,9,2018 - 2
EN3004,Ingeniería Eléctrica,Departamento de Energía,12,5,2018 - 2
IN0061,Investigación de Operaciones II: Modelos Probabilísticos,Departamento de Industrial,35,40,2018 - 2
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,87,92,2018 - 2
IN8005,Lean Six Sigma,Departamento de Industrial,26,7,2018 - 2
ME0011,Ingeniería de la Confiabilidad,Departamento de Mecánica,14,9,2018 - 2
ME0014,Mineralurgía,Departamento de Mecánica,27,15,2018 - 2
CS1103,Programación orientada a objetos II,Departamento de Computer Science,37,25,2018 - 2
EN0022,Hidroenergía,Departamento de Energía,15,15,2018 - 2
QI0033,Análisis Químico para Ingeniería,Departamento de Química,6,2,2018 - 2
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,77,77,2019 - 0
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,45,45,2019 - 0
GH0014,Culturas de Gobernanza y Distribución de Poder,Dirección de Humanidades Artes y Ciencias Sociales,44,44,2019 - 0
EN0028,Tesis en Ingeniería de la Energía II,Departamento de Energía,1,1,2019 - 0
ME3003,Estática,Departamento de Mecánica,23,23,2019 - 0
QI0027,Química General,Departamento de Ciencias,576,34,2019 - 1
GH4002,Inglés III,Dirección de Humanidades Artes y Ciencias Sociales,5,5,2019 - 0
GH1002,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,243,194,2019 - 1
GH0011,Innovación y Desarrollo de Productos,Dirección de Gestión,252,201,2019 - 1
IN0075,Diseño y Gestión de Servicios,Departamento de Industrial,12,10,2019 - 1
EL7006,Instrumentación industrial,Departamento de Electrónica,11,11,2019 - 1
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,39,40,2019 - 1
EN0021,Física II,Departamento de Ciencias,194,143,2019 - 1
IN0055,Ingeniería de Operaciones,Departamento de Industrial,52,40,2019 - 1
EN5001,Máquinas Eléctricas ,Departamento de Energía,45,41,2019 - 1
IN0054,Estadística y Probabilidades,Departamento de Ciencias,261,214,2019 - 1
GH0033,Discapacidad: Los Retos de la Inclusión,Dirección de Humanidades Artes y Ciencias Sociales,45,30,2019 - 1
CS2102,Análisis y Diseño de Algoritmos-ADA,Departamento de Computer Science,26,23,2019 - 1
EL0045,Introducción a las Redes de Computadoras,Departamento de Electrónica,45,43,2019 - 1
EL5005,Diseño de Computadoras,Departamento de Electrónica,28,26,2019 - 1
EN0020,Smart Grid,Departamento de Energía,17,15,2019 - 1
IN0059,Diseño de Experimentos y Control Estadístico de Procesos,Departamento de Industrial,45,45,2019 - 1
AM0004,Ecología y Recursos Naturales,Departamento de Ingeniería Ambiental,18,22,2019 - 1
AM0035,Principios de Teledetección y aplicaciones ambientales,Departamento de Ingeniería Ambiental,18,15,2019 - 1
CI0002,Geometría Descriptiva,Departamento de Civil,26,24,2019 - 1
CS2702,Base de datos II,Departamento de Computer Science,21,19,2019 - 1
GH0015,Imagen y Marca Personal,Dirección de Humanidades Artes y Ciencias Sociales,90,94,2019 - 1
QI0032,Análisis de Procesos Químicos,Departamento de Química,27,13,2019 - 1
QI0031,Química Orgánica Aplicada,Departamento de Química,7,5,2019 - 1
EG0008,Proyecto Interdisciplinario II,Jefatura de Proyectos Académicos,325,249,2019 - 2
GH0011,Innovación y Desarrollo de Productos,Dirección de Gestión,308,250,2019 - 2
BI0003,Fundamentos de Bioingeniería,Departamento de Bioingeniería,27,25,2019 - 2
CS1102,Programación orientada a objetos I,Departamento de Ciencias,353,344,2019 - 2
EG0006,Matemáticas III,Departamento de Ciencias,162,123,2019 - 2
IN0058,Procesos de Manufactura,Departamento de Industrial,72,72,2019 - 2
EN0031,Mercados e incentivos de Carbono,Departamento de Energía,20,11,2019 - 2
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,270,5,2019 - 2
EN7003,Máquinas Térmicas,Departamento de Energía,25,24,2019 - 2
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,23,16,2019 - 2
BI0024,Biodiseño,Departamento de Bioingeniería,29,26,2019 - 2
ME4003,Mecánica de Fluidos,Departamento de Mecánica,71,52,2019 - 2
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,14,10,2019 - 2
IN0069,Métodos de Teoría de Decisiones,Departamento de Industrial,18,15,2019 - 2
EL4002,Modelado y Simulación,Departamento de Electrónica,101,88,2019 - 2
QI6005,Transferencia de calor,Departamento de Química,40,35,2019 - 2
GH0015,Imagen y Marca Personal,Dirección de Humanidades Artes y Ciencias Sociales,184,117,2019 - 2
IN0082,Planeamiento de la Demanda,Departamento de Industrial,7,10,2019 - 2
AM0011,Leyes y derechos ambientales,Departamento de Ingeniería Ambiental,23,22,2019 - 2
EN5001,Máquinas Eléctricas ,Departamento de Energía,39,30,2019 - 2
EN0032,Termosolar y Offshore,Departamento de Energía,9,5,2019 - 2
BI0001,Química Orgánica,Departamento de Bioingeniería,24,12,2019 - 2
EG0013,Proyecto Preprofesional,Jefatura de Proyectos Académicos,1,1,2019 - 1
ME0021,Termodinámica,Departamento de Ciencias,79,79,2020 - 0
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,83,83,2020 - 0
EN0021,Física II,Departamento de Ciencias,89,89,2020 - 0
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,68,68,2020 - 0
AM0037,Ciencia de los Materiales,Departamento de Ciencias,44,44,2020 - 0
IN0054,Estadística y Probabilidades,Departamento de Ciencias,13,13,2020 - 0
QI0032,Análisis de Procesos Químicos,Departamento de Química,10,10,2020 - 0
ME0021,Termodinámica,Departamento de Ciencias,267,199,2020 - 1
IN5005,Costeo de Operaciones,Departamento de Industrial,34,29,2020 - 1
IN0074,Diseño de Redes de Cadenas de Suministro,Departamento de Industrial,22,24,2020 - 1
BI0025,Bioinformática y Bioestadística,Departamento de Bioingeniería,19,16,2020 - 1
IN8006,Análisis y Diseño de Sistemas de Manufactura y Servicios,Departamento de Industrial,5,15,2020 - 1
QI0043,Operaciones de Separación Fisicoquímicas,Departamento de Química,22,10,2020 - 1
ME0035,Seminario de proyecto pre profesional,Departamento de Mecánica,12,9,2020 - 1
EN0013,Tópico especial,Departamento de Energía,14,10,2020 - 1
EL0070,Tesis en ECE I,Departamento de Electrónica,10,12,2020 - 1
IN0060,Planeamiento y Control de Operaciones,Departamento de Industrial,45,33,2020 - 1
CS3P01,Computación paralela y distribuida,Departamento de Computer Science,9,13,2020 - 1
CS2102,Análisis y Diseño de Algoritmos-ADA,Departamento de Computer Science,38,37,2020 - 1
AM0040,Ecosistemas y Paisajes,Departamento de Ingeniería Ambiental,15,10,2020 - 1
IN0057,Seguridad y Salud Ocupacional,Departamento de Industrial,111,108,2020 - 1
AM0037,Ciencia de los Materiales,Departamento de Ciencias,169,134,2020 - 1
CS2601,Inteligencia Artificial,Departamento de Computer Science,7,10,2020 - 1
CS1103,Programación orientada a objetos II,Departamento de Computer Science,55,53,2020 - 1
AM0007,Ingenieria de residuos sólidos y gestión,Departamento de Ingeniería Ambiental,12,11,2020 - 1
BI0022,Nanotecnología,Departamento de Bioingeniería,6,11,2020 - 1
CI0003,Tecnologías Aplicadas y Mega Proyectos en Ingeniería Civil,Departamento de Civil,9,5,2020 - 1
EG0013,Proyecto Preprofesional,Jefatura de Proyectos Académicos,16,16,2020 - 1
GH0024,Crítica de la Modernidad,Dirección de Humanidades Artes y Ciencias Sociales,158,135,2020 - 2
EG0009,Proyecto Interdisciplinario III,Jefatura de Proyectos Académicos,149,120,2020 - 2
EN0024,Marco Legal y Politica Energética,Departamento de Energía,29,28,2020 - 2
EL0075,Introducción a las Comunicaciones,Departamento de Electrónica,11,10,2020 - 2
EN0023,Sistemas Electricos y Electrónicos de Potencia,Departamento de Energía,24,12,2020 - 2
QI0037,Diseño de Procesos Químicos,Departamento de Química,17,6,2020 - 2
CS3101,Programación Competitiva,Departamento de Computer Science,41,30,2020 - 2
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,9,4,2020 - 2
EL7005,Control de procesos,Departamento de Electrónica,31,20,2020 - 2
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,200,170,2020 - 2
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,23,19,2020 - 2
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,180,178,2020 - 2
CS1D02,Estructuras Discretas II,Departamento de Computer Science,62,52,2020 - 2
EL0071,Tesis en ECE II,Departamento de Electrónica,14,12,2020 - 2
EG0006,Matemáticas III,Departamento de Ciencias,212,178,2020 - 2
BI0006,Fisiología y Fisiopatología,Departamento de Bioingeniería,23,29,2020 - 2
EL0069,Proyecto de ECE,Departamento de Electrónica,17,14,2020 - 2
EN0034,Subestaciones y lineas de transmisión,Departamento de Energía,8,9,2020 - 2
QI0041,Diseño de Reactores Químicos II,Departamento de Química,7,7,2020 - 2
IN0063,Lean Thinking,Departamento de Industrial,46,39,2020 - 2
BI0024,Biodiseño,Departamento de Bioingeniería,24,24,2020 - 2
EN0037,Desarrollo de Proyectos Energéticos,Departamento de Energía,8,6,2020 - 2
QI0043,Operaciones de Separación Fisicoquímicas,Departamento de Química,12,6,2020 - 2
QI0010,Procesos Hidrometalúrgicos,Departamento de Química,7,2,2020 - 2
CI0009,Resistencia de Materiales II,Departamento de Civil,14,14,2020 - 2
CI0012,Mecánica de Suelos,Departamento de Civil,19,20,2020 - 2
CS2702,Base de datos II,Departamento de Computer Science,41,38,2020 - 2
BI0023,Neurociencias,Departamento de Bioingeniería,5,12,2020 - 2
EL0085,Tesis II,Departamento de Electrónica,2,2,2020 - 2
GH0011,Innovación y Desarrollo de Productos,Dirección de Gestión,20,5,2021 - 0
AM0004,Ecología y Recursos Naturales,Departamento de Ingeniería Ambiental,25,27,2021 - 0
CS2301,Redes y Comunicaciones,Departamento de Computer Science,20,20,2021 - 0
GH0025,English for STEAM,Dirección de Humanidades Artes y Ciencias Sociales,66,45,2021 - 0
IN0065,Simulación de Operaciones,Departamento de Industrial,15,17,2021 - 0
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,90,90,2021 - 0
EG0005,Matemáticas II,Departamento de Ciencias,54,41,2021 - 0
EG0003,Matemáticas I,Departamento de Ciencias,47,6,2021 - 0
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,53,53,2021 - 0
GH0023,Business Communication,Dirección de Humanidades Artes y Ciencias Sociales,60,27,2021 - 0
QI0027,Química General,Departamento de Ciencias,21,21,2021 - 0
GH0015,Imagen y Marca Personal,Dirección de Humanidades Artes y Ciencias Sociales,165,171,2021 - 1
QI6005,Transferencia de calor,Departamento de Química,58,48,2021 - 1
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,124,47,2021 - 1
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,45,6,2021 - 1
